review_id,author_id,author_name,title,text,date,review_type
2201299,5741828,Epsans,,"Фильм смотрится просто и интересно, хотя я далеко и не любитель жанра 'криминал'. Сюжет хоть и не замысловатый, но с интересной проработкой многих мелочей, причем атмосфера в фильме передана на высоте, как в виде актерской игры, так и в виде съемочных мест. Развитие событий идет своим чередом, и какой-либо затянутости в нем нет. Почему-то запомнилось, что подарок Энди старому негру нигде не был больше показан в сценах, вроде интересная деталь, а решили, даже кратко, больше не развивать... Есть интересная мысля насчет 'включения в систему', если думать о системе не только как о тюремном заключении, но и как о протекании жизни любого из нас. Фильм подан сначала как серьезная и реалистическая история, но последние полчаса становятся сказочными из-за некоторых сюжетных мелочей, которые не хочу спойлерить. В итоге и получился простой, но качественный фильм без серьезных ляпов, но немного смазанный в конце в сказочность. Занимает ли он свое место в рейтинге топа по моему мнению? Думаю, нет, но где-то в 20-ке или 50-ке вполне.

8 из 10",08 марта 2015 | 16:25,good
2200111,197111,Cherva,,"Как показывают многочисленные опыты экранизации бестселлеров, известная книга, приличный бюджет, известные лица не обеспечивают успех (да-да, я и про пресловутые '50 оттенков' тоже). Однако же есть исключительные случаи, когда гений-сценарист делает из посредственного исходника действительно шедевр. 

Адаптация же самодостаточных литературных произведений дело вдвойне ответственное. Тут как минимум нужно постараться не испортить, так как гнев поклонников оригинала может быть страшен. Ну а как максимум- добиться восхищения зрителей и критиков.

К просмотру экранизации я подходила постепенно. Ознакомившись еще давно с романом Кинга и видя печальные опыты экранизации всеми любимых произведений,  решила не рисковать и не портить впечатления от прочтения. Настолько они были яркими. Хоть и видя многочисленные высокие рейтинги, я всё же долгое время предпочитала оставаться со 'своим' видением картины и не мешать его с  'чужим взглядом'.

И вот, пишу рецензию сразу же после просмотра и могу заявить, что чувства после прочтения, и чувства после просмотра  практически те же. Словно вновь прочитала роман. Остаётся  всепронизывающее чувство торжества справедливости, добра, светлая грусть. Замечательный актёрский состав, во главе со всеми любимым Морганом Фриманом, режиссёрская работа, сценарий (за который хочется сказать многократное спасибо). Образы переданы глубоко, без лишней драмы(при всей драматичности происходящего), без  пафоса(за что большой плюс). Даже третьестепенные персонажи (такие, как старый библиотекарь, например), настолько ввязываются в сюжетную  конву, что становятся просто неотъемлемой частью истории.

 Фильм жизнеутверждающий, о силе духа,  о силе характера, о справедливости, о силе превосходства ума над силой, о силе веры, о силе добра. Нам показывается широкая палитра человеческих качеств и поведенческих свойств, особо интересно наблюдать за  раскрытием личности в условиях ограниченной свободы (ведь для кого-то оказывается свобода- тюрьма, а  тюрьма и есть свобода). 

Это и правда очень американский кино: зло, в чьём-то воплощении, повержено, торжество справедливости. Может быть оно даже  в чём-то отражает 'американскую мечту'. Но ведь получить что хочешь просто так не получиться. Жизнь слишком скупа на подобные 'подарки'. Можно только поставить перед собой цель  и, может быть, прорыв тоннель из грязи всего мира ты обретешь долгожданную свободу.

Конечно же,

 10 из 10",06 марта 2015 | 13:31,good
2198328,4855722,dashka07,,"Каждый из нас хочет оказаться Энди Дюфрейном, тем самым, что проползёт через огромную реку дерьма и вылезет чистым, направляясь к Тихому океану.

И не важно к какому океану лежит наш курс, важно, что все мы искренне верим и надеемся его достигнуть.

Я никогда не была в тюремном заключении, но вся боль, страх, вера и НАДЕЖДА главного героя близки и понятны. Прочувствован каждый взгляд и каждая его улыбка.

Фильм смотреть, потому что он про Дюфрейна, живущего в каждом из нас, про Дюфрейна, который решительно настроен достичь свой Зихуатанехо.

10 из 10",02 марта 2015 | 21:02,good
2193390,3883005,Olrass,Побег из «Шоушенка» или свобода — это состояние ума,"Когда я смотрю художественный фильм, то всегда задаюсь вопросом, о чем он? К сожалению многие из них если не бессмысленные, то крайне наивны. Но это далеко не относится к картине «Побег из Шоушенка» и тому есть причины.

Пожалуй, в первую очередь этот фильм показывает важность человеческой воли к свободе. Мне кажется, что «Побег из Шоушенка» - это аллегория на современный мир, где один человек способен изменить многое. Ведь, по всей видимости, так или иначе, все люди, хотя и в разной степени, являются несвободными. Тюрьма «Шоушенка» - это аллегория на мировую систему, которая общество в целом и каждого человека в отдельности делает заключенными. Вод несколько примеров: могу ли я нормально существовать, перестав из-за дня в день ходить на работу и вообще отказаться от денег? А могу ли я отказаться от паспорта и индикационного кода? Или скажем, я нашел райский уголок на земле, смогу ли я построить без всяких бумаг, разрешений и прочих бюрократических условностей там себе дом? А могу ли я путешествовать по миру опять же без паспорта, визы и других разрешений на выезд из страны? И это конечно далеко не весь  список примеров, показывающее, что свобода каждого человека очень и очень относительна. Но, не об этом речь. 

Главный герой Энди Дюфрейн (Тим Роббинс), на мой взгляд, - это образ тех немногих, кто не смеряется перед системой и более того не позволяет ей завладеть их разумом. Махатма Ганди сказал: «свобода – состояние ума». На самом деле, страшны не буквальные железные прутья на окне, а те которые в голове. Так в этом фильме показаны те, кто не мог жить на свободе. «Шоушенка» лишила свободы в их разуме. Тюрьма была в их голове, то есть у них сформировался определенный образ мышления – мышления несвободного человека. Вот таких людей свобода и пугает, даже убивает. Но Энди Дюфрейн не позволил «Шоушенка» и тем, кто ею управлял его волю к свободе сломить, и самое главное не позволил ей подчинить свой разум. 

Такие размышления и выводы побуждают меня задать себе вопрос: а я совершил побег из «Шоушенка»? Пожалуй, каждому человеку на протяжении всей своей жизни стоит задавать себе такой вопрос, а если так и было, то и мир бы стал совсем иным. 

8 из 10

P.S. Фильм взбудоражил мое сознание. Не буду говорить пафосные слова в отношении этого фильма (я этого не люблю), но скажу одно: нужный фильм, стоит посмотреть. 

8 из 10",21 февраля 2015 | 02:52,good
2186008,1116235,AlexPayneSPB,"Верь и действуй, и тогда ты обретёшь свободу.","Должен признаться, что в своей жизни ни разу не смотрел 'Побег из Шоушенка'. Несмотря на то, что все его расхваливали, что он стоит в верхушках рейтингов - я не торопился увидеть.

И совершенно случайно наткнулся на старый DVD диск с этим фильмом. И решил посмотреть, не зная ни сюжета, ни актёров.

И не разочаровался.

Начало вполне в духе всего, что творится даже сегодня.

Подлость судов, следственных органов, беспредел полиции и органов исполнения наказаний. И наш герой попадает за решётку, не на 2-3 года, а аж на два пожизненных заключения.

Вполне хватит, чтобы сломаться.

И в первую же ночь один заключённый погибает из-за своей слабой воли.

Но наш герой, Энди Дюфрейн (Тим Роббинс) - не сломался. И даже в таких отвратительных, ужасающе жестоких обстоятельствах не теряет себя.

Неудивительно, что он - далеко не один хороший парень, которому не место за решёткой.

Второй герой - Рэд (в замечательной игре Моргана Фримена) - именно такой человек. Совершив преступление в молодости, и отбывая наказание, он уже давно не должен называться преступником. Однако проходят годы, а выйти из столь страшного места ему не удаётся.

Не буду описывать сюжет, смотрите сами. Но отмечу некоторые детали:

- Великолепное актёрское мастерство - все персонажи убедительны. Особенно отмечу Моргана Фримена. Он открывает себя настолько сильно, что поневоле переносишься в его образ. Честный и порядочный, искренний и добрый, мудрый и главное - живой, несмотря ни на что. Это лишь малая  толика, что я могу сказать о нём.

- Захватывающая атмосфера - событиями проникаешься и чувствуешь их.

- Интересный сюжет и высококачественная работа операторов видео и звука. 

- Сложная поставленная проблема фильма, и достаточно подробное её раскрытие.

В любой ситуации, где угодно - оставаться человеком. Продолжать любить, чувствовать. В мире, где ненависть и презрение занимает господствующее положение, выдержать и остаться личностью - дорогого стоит. 

И это прекрасно демонстрирует 'Побег из Шоушенка'. Здесь нет виновных. Здесь есть лишь игрушки для надсмотрщиков, которые входят в азарт, избивая заключённых. Но между друг другом - они, прежде всего, друзья. 

Далеко не все смогут вернуться назад, на волю. А даже если и вернутся - не смогут жить. История Брукса трогательна и полна печали, и о многом говорит. 

Но не все потеряли надежду... И даже если у кого-то её насильно отняли, то другие выдержат. И не сдадутся.

А также, разумеется, финал. Он вряд ли оставит равнодушным. Это редкий случай, когда у меня замерло сердце. На душе становится настолько легко, я бы даже сказал - чисто.

Итог: замечательный фильм. Я не знаю, достоин ли он находиться в лидерах рейтингов, но для меня он займёт высокое место в памяти и сердце. 

Особенно рекомендую: смотреть тогда, когда всё очень в жизни плохо и кажется, что всем вокруг лучше, чем вам. Пересмотрите свои взгляды точно.

Смотрите и смакуйте, обдумывая каждый фрагмент. Лишнего здесь нет, это точно.

9,5 из 10",09 февраля 2015 | 01:03,good
2182545,1929997,RomzesG,Замечательный фильм.,"Вы когда-нибудь задумывались о том, в чем разница между целью и мечтой? В мечту можно верить, как и в библию, либо любую другую священную книгу или религию. Эта вера питает тебя и ты начинаешь прокладывать путь к своей мечте. А вот этапы этого пути называются целью, в которую нельзя верить, но можно достичь.

Именно такая цель была у главного героя этого замечательного  фильма. Но все по порядку. Энди Дюфрейн, банкир и спец по финансам, обвиняется в убийстве  жены и любовника, которое он не совершал и, по-моему мнению, никогда бы не смог совершить. Энди - человек интеллекта, новатор, авантюрист и полиглот и как часто бывает - не очень хороший муж.  Именно поэтому он и попал во всю эту историю, чему он сам дает объективную оценку, оправдывая уход жены к любовнику своим  недолжным уделением времени  ей.

С первого дня заключения героя в тюрьме, зритель видит, насколько он отличается от всех остальных. Это замечает еще один герой фильма, герой Моргана Фримана, Рэд, к которому также начинаешь проявлять симпатию.  Возвращаясь к Энди, хочется сказать, что он достойно переносит все тяготы тюремной жизни, как бы осознавая, что это просто черная полоса, ни разу  не пожаловавшись. Он просто шел к своей цели, которая должна помочь осуществиться его мечте - спокойной жизни на берегу океана. Так почему же никому из других заключенных не приходило в голову то, что пришло главному герою? На мой взгляд, никто из них не ставил себе цель выйти из Шоушенка. Все просто об этом мечтали...

Еще один аспект фильма, который порадовал, могу назвать истинное раскрытие понятия дружба. Именно в ней нашел смысл жизни вышеупомянутый Рэд, у которого не было ничего, кроме 40 лет, проведенных за решеткой. Именно  дружба вдохновила его начать жить заново. 

Нельзя не отметить тот, факт, что некоторых персонажей было очень жаль,  но их судьбы приведены в фильме в качестве сравнения, давая зрителю понять, что могло бы случиться с главными героями.

Еще хочется сказать, что понравилось, как актёры сыграли свои роли, в частности, Морган Фриман. Доброта, исходящая от его героя, заставляет верить не только комиссию, но и зрителя в то, что он исправился и заслуживает амнистии.

В конце хочется отметить, что ум - высшая сила, данная человеку, которая всегда заставляла мир крутиться быстрее.  'Побег из Шоушенка' фильм не только о надежде и вере, но и об умении думать и рассуждать в любой ситуации. Рассудок заставлял героя не сдаваться, а вера придавала терпение.

Как ни крути конец фильма не мог бы сложиться так, как он сложился, не будь главный герой образован и умен.

Развивайте свой мозг, смотрите хорошее кино и идите к мечте, достигая цели, а фильму - десять баллов.

10 из 10",03 февраля 2015 | 02:07,good
2174220,2353048,Comedy-kino-man,"Всем, кто не отчаялся","Чего мы ждем от обычного, ничем не примечательного фильма, перед просмотром? Как правило, ничего особенного. Скоротать время, сделать определенные выводы для себя, и если очень повезет, то все это мероприятие может и понравиться, а фильм оставит приятное впечатление. А что ждать от творения, занимающего первые строчки рейтингов практически на всех адекватных и не сомнительных ресурсах? Определенно, тут совсем другая история. Ставя такое дело на Play, можно рассчитывать только на то, что это должно, нет, просто обязано, тебя потрясти, ошарашить и по-меньшей мере запомниться.

	'Побег из Шоушенка' - это как-раз такое кино. Неизменно и стойко он держит свои позиции и никому, даже 'Зеленой миле', не хочет их отдавать. А стоило бы, я считаю, надо все-таки честь знать. Первое место рейтинга для фильма - это как лакмусовая бумажка, как показатель того, как надо снимать, как надо играть и к чему всем надо стремиться. В надежде, что когда-то вершина будет покорена, а возможно, и превзойдена. Не хочется употреблять тут дурацкую фразу, откуда мне неизвестно взятую, про голого короля, да и не совсем она будет к месту, потому как не все так плохо, как могло бы показаться.

	Фильм-то хорош, настоящая, качественно снятая драма, с прекрасно сыгранными, даже не так, прожитыми главными ролями, сильным сюжетом (спасибо, первоисточнику) и отлично поставленной картинкой. Есть вопросы лично у меня к композитору. Могло бы быть и проникновенней, лучшее, что есть все-таки снимали, взять хотя бы следующий фильм режиссера, там все как надо сделано. Не буду особо иронизировать, но я не разделяю поклонения этому творению, вот и все.

	Есть такое понятие - признание качества и личные впечатления. Так вот, приминительно к этому кино это очень показательно, тоесть, я, конечно, признаю все положительные моменты и понимаю как непросто такую вот махину поставить, заставить всех работать как часы, часть актеров, не имеющих понятия о тяжелой доле тюремщиков, выдать такую партию, что в итоге скажешь - ну, чистый уголовник же! Закрутить все гайки и заставить отлаженно работать огромный механизм, включающий значительное число составляющих. А еще и наполнить эту машину душой. Ведь никто не станет спорить, что это до тошноты душевное кино? Не думаю, что найдутся такие отчаянные в рядах. Так, вот, заканчивая эту мысль, отмечу, что я все признаю и оценку выдаю высокую, но далеко не максимальную. Почему? А именно что по личным впечатлениям! Не так меня это кино зацепило!

	Это учитывая еще, что к этому фильму имеют отношение, как минимум три человека, которых я очень уважаю. Это Стивен Кинг. По блестящим книгам, которые сами представляют из себя что-то абсолютно невероятное и уникальное, ставят еще и лучшие фильмы планеты. Фрэнк Даробонт. Главный виновник всей этой истории с перенесением на большой экран всего самого лучшего, что есть у писателя. Ну и Морган Фриман, куда же без него? Без него никуда. 

	Даже допуская все эти плюсы, я не отказываюсь от своих слов, фильм не на первое место уж точно. У меня есть претензии по сюжету, где-то он кажется слишком надуманным и сказочным, есть претензии к актерам, далеко не все там в тему, некоторые непонятно как там оказались и зачем, есть претензии к хронометражу, действо затянуто, где-то это очень явно проявляется. В набившей оскомину всем 'Зеленой миле' ни на секунду у меня не возникало такой мысли. И еще. Зачем его назвали именно 'Побег..'? Ну ладно, Кинг, это простительно, он повесть писал. Но вы-то, киношники! Я понимаю, когда дурацкий мульт называют 'Побег из курятника'? Но тут! Вы же всю интригу убиваете на корню! Вы изначально выдаете себя с потрахами и даже глазом не моргаете! Вообще не понимаю. Ну да ладно, наверное, это не это главное.

	Закончить хочу на светлой ноте. Очень правильно и понятно, что самые лучшие фильмы мирового кинематографа - это драмы. Мой любимый жанр. Истории, заставляющие сопереживать, думать, чувствовать, испытывать катарсис даже! Истории, которые учат только всему самому лучшему, что есть в этой жизни: добру, любви, человечности, дружбе, надежде...

8 из 10",17 января 2015 | 22:32,good
2174088,3346820,frozenview,Крепкий фильм.,"Фильм добротный, однако не сравнится с книгой, все-таки она была интереснее. Выделить из актерского состава можно Тима Роббинса, правда, на мой взгляд, он или несколько переигрывал, или не совсем правильно изображал своего персонажа: вместо просто замкнутого, себе на уме, умного, но скрытного бывшего сильного мира сего, он больше был похож на аутиста или на человека, страдающего каким-то психическим отклонением. Марк Ролстон идеально подошел на роль Багза Даймонда и действительно выглядел эффектно. Тоже самое можно сказать и про Уильяма Сэдлера: с его фактурой ему очень идет играть бывалых зеков. Вместо Тима Роббинса, по моему мнению, лучше бы подошли изначальные Том Хэнкс и Кевин Костнер, почему-то, увидя Тима Роббинса в составе, сразу стало понятно, что, видимо, не согласились более интересные актеры, все-таки Тим Роббинс никогда звезд с неба не хватал и играл на довольно среднем уровне, не считая 'Таинственной реки', но даже там он был несколько на втором плане. Не понравился Морган Фриман в роли Рэда: во-первых, потому что он черный и глупо как-то видеть в черном наставника, во-вторых, потому что Рэд. По всей логике должен был быть ирландец, да еще лучше рыжий для полного совпадения, но уже точно не престарелый негр. Тот же Кевин Костнер бы сыграл, на мой взгляд, лучше.

Тем не менее фильм хороший, легко смотрится, в целом достойная экранизация.

Совершенно не понимаю, как этот фильм стал культовым и даже здесь на КиноПоиске занимает 1 место: фильм действительно крепкий, но не легендарный, и если уж говорить прямо, не эффектный, без впечатлений после просмотра. Приличная картина на уверенные 7 - 7.5 баллов, но уж точно не фильм всех времен и народов. 

7 из 10",17 января 2015 | 18:23,good
2167909,5423846,KOMBIK,"фильм, по меньшей мере потрясающий","Я всегда очень любил фильмы про тюрьму, про заключенных, этот фильм просто потрясающий. Фрэнк Дарабонт показал всё, абсолютно всё что есть в тюрьмах. Актёры подобраны потрясающе, не зря Морган Фримен получил оскар за это творение Стивена Кинга, экранизированное Фрэнком Дарабонтом. Если вы не чем себя занять, и какой фильмы бы посмотреть, то самый лучший вариант чтобы сесть, расслабиться и насладиться самым лучшим фильмом человечества.

Что касается сюжета- нельзя сказать что это потрясающе и гениально, дать невиновному человеку пожизненный срок, и даже больше, аж 2 пожизненный срока, конечно, это не то чтобы венец придумки завязки, но тоже очень не плохо, за тем невиновного Банкира везут в тюрьму, там у него появляются и друзья, и куда же без врагов в тюрьме. Потом Эндю, это наш банкир, показывает всем, что он чуть ли не финансовый гений, и вскоре возглавляет все финансовые дела владельца тюрьмы.

Фильм учит нас, что как бы всё плохо у тебя не было, борись, как бы тебя жизнь не пинала, борись, как Эндю Дюфрейн, ковыряя каменную стенку маленьким молоточком, на протяжении 20 лет, и тогда, всё наладиться.

10 из 10",07 января 2015 | 17:54,good
2166736,5332070,VL98,Культовый шедевр.,"Культовый шедевр кинематографа, снятый в 1994 году Фрэнком Дарабонтом по повести Стивена Кинга - « Рита Хейуорт и спасение из Шоушенка». Фильм был удостоен номинироваться на престижнейшие награды в мире кинематографа и по сей день занимать лидирующие позиции в рейтингах лучших картин всех времен. 

Картина снята в жанре драмы, повествующей о жизни и особенностях американской тюрьмы прошлого века, подробно описывая и раскрывая типажи ее обитателей и руководства, с которыми столкнется главный герой. Фильм будет сохранять достаточное количество интриг одна из которых — действительно ли виновен главный герой в преступлении из за которого он очутился в столь жутком месте?. 

Сюжет данного фильма, является главным фактором в его шедевральной красоте, который покорит зрителя колоссальным интересом с первых минут фильма и введет аудиторию в незабываемое состояние в которой будет сохранять ее и до самого конца. Помимо огромнейшего интереса, который возникнет у зрителя, картина раскроет множество интриг и секретов  представших в фильме что также приведет зрителя в незабываемый восторг. А  показ человеческих переживаний, чувств, взаимоотношений и позиции людей находящихся в этом месте, заставит задуматься и переосмыслить. 

Актерский состав порадует наличием Тима Роббинса и Моргана Фримана, сыгравших в данной картине главные роли. Они превосходно сыграли и раскрыли своих интереснейших персонажей, покоряющих своей своеобразностью и неповторимостью,  с которыми аудитория сможет ознакомиться по ходу фильма, несомненно являющимся восхитительным и благодаря данному аспекту. 

Работа режиссера вместе с командой — художников, оператора и монтажиста, дадут картине прекрасное изображение и качественную сьемку, придающих фильму еще большей красоты. 

Прекрасный фильм с наличием всех главнейших факторов выполненных на высочайшем уровне, фильм который подарит незабываемые впечатления и обязательно приведет в восторг. Вот он шедевр киноискусства! Приятного просмотра! 

10 из 10",05 января 2015 | 15:47,good
2155414,895702,Makaveli96,В коллекцию. Часть 2.,"Побег из Шоушенка. Интересно, здесь есть такие, кто не видел этот фильм? Серьезно? Первое место в Топ-250 лучших фильмов по версии Кинопоиска, высочайшие рейтинги на крутых киносайтах, отличные отзывы кинокритиков по всему миру и т.д.

Об этом фильме можно говорить сколько угодно, но одно ясно как божий день - 'Побег из Шоушенка' для многих является безоговорочным шедевром. А те, кто отрицает гениальность этого фильма, просто либо 'Борцы против системы', либо за счет высоко завышенных ожиданий в итоге разочаровались в фильме. Но так или иначе таких людей в общей массе меньше.

Лично я не буду отрицать, фильм отличный! Но по мне, фильма весьма переоцененный. Звание самого лучшего фильма в истории кинематографа, которое любят ему присваивать, скажем прямо не соответствует действительности. Есть фильмы и получше. Но в любом случае фильм чертовски хорош!

Как модно сейчас высказываться 'такие фильмы сейчас не снимают' и это правда. Фильм снятый по повести Стивена Кинга затрагивает по немного различные темы при этом пробивая зрителя на разные эмоции. За два часа экранного времени, мы узнаем что такое тюрьма, какие люди там живут, как беспределят надзиратели, узнаем грязные махинации начальника тюрьмы, видим что для некоторых дружба не просто слова ну и конечно самый отчаянный побег из-за решетки. Наверно никто не будет спорить, процесс побега самый эффектный момент в фильме. Причем сценаристам удалось сделать нечто интересное. Повествование идет размеренным чередом показывая жизнь Энди Дюфрейна в стенах Шоушенка, где зритель полностью погружается в тюремный быт и уже напрочь забывает, что в названии фильма есть слово 'Побег'. То, что фильм о побеге напрочь забывается и вот уже когда остается минут двадцать, тут то и происходит вся кульминация, о которой уже вроде как все и забыли. Конечно можно говорить, что процесс побега получился весьма космическим и нереальным, но друзья, ради такого рискованного плана, такого нечеловеческой труда и самоотверженности, можно списать некоторые не состыковки.

Кино на все времена.

10 из 10",12 декабря 2014 | 07:19,good
2143532,932506,greatiger,"Средненькое простое переоцененное кино слабой реалистичности, поданное как философское и потому простое и понятное массам и признанное большинством","Якобы глубоко-философский и в то-же время простецкий фильм после просмотра которого каждый может посчитать себя 'мудрее' после поданных в нем пережеванных банальных размышлений героем Моргана Фримена - именно такая мысль посетила меня после просмотра или 'средний обыватель тоже хочет выглядеть умным', голосуя за 'мудрые' фильмы.

И после очередного пересмотра решил-таки написать рецензию...

Начать хотелось бы с критики...

Итак - сюжет с самого начала напоминает типичный среднебюджетный фильм тюремной тематики, не несущий чего-то уникального. Подстава, стечение обстоятельств, судейская ошибка и герой оказывается то ли в «голландской», то ли в 'шведской' тюрьме для пожизненно осужденных, где едва ли не санаторно-курортный режим содержания, а пожизненники гуляют в общем дворике с мелкими уголовниками, поигрывая в баскетбол. Выглядит мягко говоря наивно, наверняка режиссеры слабо представляют себе, что такое тюрьма для пожизненно осужденных даже в тех же Штатах и какие там царят правила и обстановка. Напоминает в лучшем случае типичную зону общего режима. Расположение камер и обстановка изнутри реально походит на особо-строгую зону и только. Но это лишь одна из мелких придирок в этом в целом по большому счету добром и наивном фильме, хоть и связанным якобы с жесткой тюрьмой и ее порядками. Порядков это тоже касается. В реальности весь этот 'беспредел' охраны не передает и десятой части реалистичности подобной реальной тюрьмы.

Сам фильм признан лучшим в кинематографе насколько оно лично мне видно лишь в силу постановки режиссером двух главных вопросов выбора причем пафосно поданных, в результате которых обывателю кажется, что фильм 'мудрый' и его надо оценивать исключительно высоко. Первый вопрос касается 'сидельцев' в целом -  'Что делать человеку всю жизнь проведшему в тюрьме и оказавшемуся за ее пределами' - пытаться вернуться, пытаться перестроиться или пытаться исправиться'. 2-й касательно главного героя (или сравнительным путем тяжелых жизненных ситуаций вообще) -  'что лучше бороться и надеяться чем сдаться и сломаться'. И я конечно рад, что ответы на все из них даны в фильме в большей части в положительном ключе, но опять же какое отношение это имеет к реалистичности, в которой все развивается всегда куда более скептически. Суть раскрытия этих вопросов раскрывается в банальных рассуждениях, уже пожилого и сидящего за решеткой не первый десяток лет афроамериканца в роли Моргана Фримена о тюремной жизни и тюремных людях — подданное и пережеванное до такой степени, чтобы это мог понять любой человек с тремя классами образования или айкю хотя бы выше 60.  Раскрытие этих вопросов имеет слабое отношение к реальности хотя бы в силу бредовости и фантастичности применительно к реальной жизни 

Сама идея возможности выкопать за обычным плакатом в общекамерном помещении без единого звука такой туннель или якобы невозможности сесть за решетку обратно, что касаемо пожилого библиотекаря, полезшего якобы от такой безысходности в петлю, потому что он цитирую 'тюремный человек' вызывает у меня непредвзятый скепсис, даже 'в драки Ван Дамма один против всех из детских боевиков верится куда больше'.

Забавно и наивно было наблюдать и как на зоне с якобы особым режимом содержания Энди Дюфрейн оказывал финансовую помощь чуть ли не всем охранникам «тюрьмы» и чуть ли не ходил с ними в друзьях и коллегах', подрабатывая 'банкиром'. Ну это уж совсем сказка для детей из раздела фантастика - как такое можно оценивать на 'гениально'? 

Также Энди, став говоря прямо нашими понятиями 'опущенным' после 'приставаний быков', все особо-опасные уголовники безусловно прониклись жалостью к бедному Энди, непонятно за что вообще столь благородные в большинстве своем люди вообще оказались на особом режиме.  

Даже финальный момент, когда 'не сдавшийся' и 'всех перехитривший' в данном наивном фильме Энди пришел в банк с водительскими правами и карточкой страхования (непонятно откуда взятыми  и снял по ним огромную сумму, что уж совсем забавно, так как банки выдающие такие средства по поддельным документам существуют только в кино, да еще явился туда будучи в розыске)... вообщем весь этот фильм лично для меня к сожалению обычная детская сказка, заслужившая свою популярность тем, что она всем без исключения понятна и претендует на звание такого же всем понятного простецкого и одновременно 'глубоко-философского' фильма. 

Что касается плюсов:

тут некоторые из минусов фильма идут ему же и на пользу - так фильм достаточно прост и понятен, тут не надо 'въезжать в тему' до середины, фильм все-таки интересен, он все-таки несет какую-то пусть и достаточно простую и тут же разжеванную философскую нагрузку, касающуюся правда по большей части лишь именно 'людей долго сидящих' и больше никого.

Как результат -  обычное, да интересное, да понятное, и даже в чем-то приятное, но среднее  'наивно-фантастическое' кино, имеющее слабое отношение к реальности, но зато с претензией на 'глубокую философию', которая по сути также достаточно примитивна, хоть и подается с чересчур глубокомысленным видом героем Моргана Фримена. 

Назвать этот фильм плохим объективно нельзя, но то что он явно переоценен по-моему очевидно... глубокой психологии или философии, если отбросить внешнюю важность и пафосность размышлений в фильме героя Моргана Фримена и оставить лишь их суть - реально маловато, чего-либо культового, с 'великими' в своей харизматичности героями (вроде того же Тони Монтано, Майкла Корлеона или хотя бы робота-Терминатора) тоже не наблюдалось... Высокобюджетно-блокбастерная составляющая?.. Отсутствует... Но все-таки главное, что убивает этот фильм в моем восприятии это наивность показанного применительно к реальной жизни... итого лишь

7 из 10",20 ноября 2014 | 00:24,neutral
